_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
935161	0086S00182000000	6306 BEACON ST	PITTSBURGH, PA	0	0	1	58.63	6.84	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91809601248298	40.43468314695498
935162	0086S00244000000	6323 BEACON ST	POMONA, CA	0	0	1	575.03	14.38	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91803741129017	40.43549092445198
935163	0087A00007000000	5416 BEACON ST	PITTSBURGH, PA	0	0	1	3813.92	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93219477188485	40.4332513564077
935164	0087A00011000000	5422 BEACON ST	PITTSBURGH, PA	0	0	1	29.96	0.5	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93197550301856	40.433281197433594
935165	0087A00015000000	5430 BEACON ST	PITTSBURGH, PA	0	0	1	2438.8	711.29	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93170769252275	40.43330367875739
935166	0087A00036000000	5501 KAMIN ST	POMONA, CA	0	0	1	125.8	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93038103256339	40.433217612171845
935167	0087A00099000000	5510 KAMIN ST	PITTSBURGH, PA	0	0	1	2994.34	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92997155729654	40.432879900604966
935168	0087A00174000000	5406 HOBART ST	IRVING, TX	0	0	1	2583.8	861.23	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93206397831909	40.43185528411744
935169	0087A00182000000	5436 HOBART ST	PITTSBURGH, PA	0	0	1	5439.72	90.66	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93127564564564	40.43195186688372
935170	0087A00202000000	5528 HOBART ST	PITTSBURGH, PA	0	0	1	4489.1	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92939043731054	40.43223749881312
935171	0087A00265000000	5433 COVODE PL	POMONA, CA	0	0	1	1180.8	19.68	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.93148804275953	40.43155523694884
935172	0087A00327000000	5533 PHILLIPS AVE	PITTSBURGH, PA	0	0	1	71.98	1.2	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92875935196005	40.4311349748693
935173	0087B00011000A00	5552 BEACON ST UNIT 14	ADDISON, TX	0	0	1	1436.65	347.19	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92852959991387	40.43312365425632
935174	0087B00058000000	2142 WIGHTMAN ST	PITTSBURGH, PA	0	0	1	4198.93	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92782446928145	40.43129264256945
935175	0087B00071000000	5616 PHILLIPS AVE	PITTSBURGH, PA	0	0	1	4258.01	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9266956153327	40.430872912672974
935176	0087C00232000000	5859 PHILLIPS AVE	LEWISTON, ME	0	0	1	3187.42	1168.68	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92058346754452	40.43259268282318
935177	0087C00297000000	5831 DOUGLAS ST	NEW YORK, NY	0	0	1	4463.02	1301.66	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9218828487266	40.43324982487931
935178	0087C00311000000	2121 MURRAY AVE	PITTSBURGH, PA	0	0	1	1924.6	641.5	Commercial	Squirrel Hill South	5	14	3	14	4	2-21	-79.9227605146248	40.433114067189024
935179	0087D00012000000	5906 DOUGLAS ST	PITTSBURGH, PA	0	0	1	1922.91	560.83	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91956239997435	40.43308537915212
935180	0087D00047000000	5919 PHILLIPS AVE	IRVING, TX	0	0	1	4204.13	1226.15	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91953161283945	40.43262768271702
935181	0087D00075000000	5932 PHILLIPS AVE	PITTSBURGH, PA	0	0	1	1240.8	31	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9192566871243	40.43202702747507
935182	0087D00105000000	5925 NICHOLSON ST	PITTSBURGH, PA	0	0	1	1571.67	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91952315813015	40.431611342015
935183	0087D00163000000	6337 CROMBIE ST	IRVING, TX	0	0	1	3307.4	964.63	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91643313935269	40.43120392434575
935184	0087D00210000000	6335 WALDRON ST	PITTSBURGH, PA	0	0	1	1837.08	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91670577462465	40.43188178125953
935185	0087E00025000000	5531 POCUSSET ST	WESTLAKE, TX	0	0	1	2978.42	2258.54	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92925395982057	40.43035620622823
935186	0087E00048000000	5544 POCUSSET ST	INDIANA, PA	0	0	1	4076.94	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92914927560362	40.42956702285935
935187	0087F00014000000	5561 POCUSSET ST	SANTA ANA, CA	0	0	1	4206.57	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92803769538371	40.42964917497648
935188	0087F00036000000	2220 WIGHTMAN ST	PITTSBURGH, PA	0	0	1	19.52	0.33	Commercial	Squirrel Hill South	5	14	3	14	4	2-21	-79.92776491837894	40.430245878814816
935189	0087F00111000000	5673 MELVIN ST	PITTSBURGH, PA	0	0	1	2312.44	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92483311420182	40.430743700741935
935190	0087F00113000000	5701 MELVIN ST	PITTSBURGH, PA	0	0	1	23.18	0.59	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92459933979721	40.4306368875064
935191	0087G00030000000	5735 POCUSSET ST	PITTSBURGH, PA	0	0	1	13.09	0.22	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.924271090044	40.42997103656949
935192	0087G0006600RU00	2615 MURRAY AVE	PITTSBURGH, PA	0	0	1	17073.1	6117.62	Commercial	Squirrel Hill South	5	14	3	14	4	2-21	-79.92343892759581	40.4292283535536
935193	0087G00089000000	2628 SHADY AVE	N VERSAILLES, PA	0	0	1	2510.39	125.51	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92201974312253	40.428681770637446
935194	0087G0015500CU00	5808 FORWARD AVE	PITTSBURGH, PA	0	0	1	4938.46	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92303002087743	40.429511904373086
935195	0087G0015500RU00	2605 MURRAY AVE	PITTSBURGH, PA	0	0	1	4936.54	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9230586939591	40.429441624898416
935196	0087G00214000000	2345 ELDRIDGE ST	PITTSBURGH, PA	0	0	1	870.76	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92223275431617	40.43022246772762
935197	0087G00216000000	2339 ELDRIDGE ST	PITTSBURGH, PA	0	0	1	1096.85	18.28	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92220926623489	40.430400096355136
935198	0087H00034000000	2300 TILBURY AVE	PITTSBURGH, PA	0	0	1	2848.04	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91816903935708	40.430837797065486
935199	0087H00041000000	6334 CROMBIE ST	PITTSBURGH, PA	0	0	1	1624.97	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91639944566047	40.430788263646875
935200	0087H00054000000	2301 TILBURY AVE	CLEVELAND, OH	0	0	1	1593.93	66.4	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91758099042688	40.43088837375485
935201	0087H00068000000	6419 NICHOLSON ST	PITTSBURGH, PA	0	0	1	2666.15	577.64	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9168986097062	40.43052077350088
935202	0087H00209000000	6334 FORWARD AVE	ERIE, PA	0	0	1	2820.9	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9201200300459	40.42860119535391
935203	0087J00117000000	951 FLEMINGTON ST	PITTSBURGH, PA	0	0	1	1583.9	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.93126086389672	40.4276865067233
935204	0087J00160000000	1036 FLEMINGTON ST	WOODSTOCK, GA	0	0	1	14.06	0.23	Residential	Greenfield	5	15	3	15	4	2-15	-79.92946051844919	40.42675199088168
935205	0087J00163000000	1030 FLEMINGTON ST	PITTSBURGH, PA	0	0	1	1013.67	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.92968499748865	40.42684214873078
935206	0087J00242000000	1041 MIRROR ST	SUNNYVALE, CA	0	0	1	796.43	13.27	Residential	Greenfield	5	15	3	15	4	2-15	-79.92938738501961	40.426391944371424
935207	0087J00280000000	MIRROR ST	SEWICKLEY, PA	0	0	1	139.15	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.93217665420077	40.42666996097899
935208	0087K00157000000	5878 BURCHFIELD AVE	PITTSBURGH, PA	0	0	1	1242.31	20.7	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92455313709121	40.42618298200136
935209	0087K00251000000	3733 BEECHWOOD BLVD	PITTSBURGH, PA	0	0	1	1215.78	20.26	Residential	Greenfield	5	15	3	15	4	2-15	-79.92831012502313	40.42716593980448
935210	0087L00049021000	5841 MORROWFIELD AVE UNIT 210	DOWNERS GROVE, IL	0	0	1	1321.32	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.9236030664302	40.4278406730089
935211	0087L00073000000	5854 MORROWFIELD AVE	PITTSBURGH, PA	0	0	1	2623.95	874.61	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92329165525315	40.42717441242794
935212	0087L00080000000	5860 MORROWFIELD AVE	PITTSBURGH, PA	0	0	1	186.27	77.61	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92357465392996	40.42694618591484
935213	0087M00044000000	6358 ALDERSON ST	POMONA, CA	0	0	1	338.63	5.64	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.92009750120681	40.42760679770968
935214	0087M00107000000	2747 BEECHWOOD BLVD	DAYTON, OH	0	0	1	35.9	11.96	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91875406329187	40.42614839960517
935215	0087N00054000C00	968 LILAC ST	PITTSBURGH, PA	0	0	1	732.39	12.21	Residential	Greenfield	5	15	3	15	4	2-15	-79.93070805368573	40.42363212968708
935216	0087N00088000000	925 LILAC ST	DES MOINES, IA	0	0	1	1429.5	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.93205354896486	40.42473062022996
935217	0087N00109000000	904 KENNEBEC ST	IRVING, TX	0	0	1	35.03	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.93173654268955	40.424972868436086
935218	0087N00121000000	934 KENNEBEC ST	PITTSBURGH, PA	0	0	1	1957.47	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.93078599271662	40.42457725538001
935219	0087N00131000000	962 KENNEBEC ST	PITTSBURGH, PA	0	0	1	630.36	961.25	Residential	Greenfield	5	15	3	15	4	2-15	-79.92997842638644	40.42423226063412
935220	0087N00158000000	951 KENNEBEC ST	PITTSBURGH, PA	0	0	1	1949.48	389.88	Residential	Greenfield	5	15	3	15	4	2-15	-79.93000067813024	40.42482571420511
935221	0087N00228000000	1035 WELFER ST	GREENVILLE, SC	0	0	1	2552.6	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.93000436652117	40.42573479391604
935222	0087P00061000000	4103 MURRAY AVE	SHANKSVILLE, PA	0	0	1	2802.92	677.34	Residential	Greenfield	5	15	3	15	4	2-15	-79.92783945870674	40.4247023582839
935223	0087P00143000000	3568 BEECHWOOD BLVD	CLAIRTON, PA	0	0	1	2012.75	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.92675421638558	40.424534873103354
935224	0087P00144000000	3566 BEECHWOOD BLVD	CLAIRTON, PA	0	0	1	1987.97	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.92680392142681	40.42448885076463
935225	0087P00167000000	4110 SALINE ST	IRVING, TX	0	0	1	121.32	26.29	Residential	Greenfield	5	15	3	15	4	2-15	-79.92639351000318	40.42435858498687
935226	0087P00254000000	4040 LUDWICK ST	BROOKLYN, NY	0	0	1	1035.25	17.25	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92532334902297	40.42414113932856
935227	0087P00275000000	4025 SALINE ST	PITTSBURGH, PA	0	0	1	1731.17	28.86	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92569373418993	40.42455018605697
935228	0087R00043000000	6335 CATON ST	PITTSBURGH, PA	67.91	0	1	306.08	188.74	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.922695101927	40.42402832520322
935229	0087R00080000000	6378 EBDY ST	PITTSBURGH, PA	0	0	1	3268.8	708.21	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92123099877726	40.42421555118828
935230	0087R00126000000	6329 EBDY ST	PITTSBURGH, PA	0	0	1	1492.86	0	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.9228460697976	40.42474380555985
935231	0087R00290000A00	3016 SHADY AVE	CINCINNATI, OH	0	0	1	2978.53	769.42	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92419511428062	40.42475668762496
935232	0087S00023000000	2783 BEECHWOOD BLVD	IRVING, TX	0	0	1	1734.7	578.21	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91927780386092	40.42530271178863
935233	0087S00029000000	2763 BEECHWOOD BLVD	IRVING, TX	0	0	1	6268.84	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91908437846163	40.425776073471205
935234	0087S00148000000	6440 MONITOR ST	DES MOINES, IA	0	0	1	3158.98	1237.22	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91824988021571	40.42456778066612
935235	0087S00150000000	6434 MONITOR ST	PITTSBURGH, PA	0	0	1	4622.52	0	Residential	Squirrel Hill South	5	14	3	14	4	2-21	-79.91843510003598	40.42458596610031
935236	0087S00313000000	254 ANITA AVE	DES MOINES, IA	0	0	1	2003.76	1435.97	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91651283914726	40.423882844474015
935237	0088A00025000000	776 LORETTA ST	PITTSBURGH, PA	0	0	1	377.27	163.48	Residential	Greenfield	5	15	3	15	4	2-12	-79.93069565594793	40.421451799787725
935238	0088A00073000000	777 LORETTA ST	GIBSONIA, PA	0	0	1	640.03	0.03	Residential	Greenfield	5	15	3	15	4	2-12	-79.93085657484913	40.42180640709599
935239	0088A00084000000	1010 GREENFIELD AVE	PITTSBURGH, PA	0	0	1	1187.9	0	Residential	Greenfield	5	15	3	15	4	2-12	-79.93011755707818	40.42202310148577
935240	0088A00128000000	745 MELBOURNE ST	PITTSBURGH, PA	0	0	1	1448.56	0	Residential	Greenfield	5	15	3	15	4	2-12	-79.93221143376726	40.42223511225395
935241	0088A00212000000	992 GREENFIELD AVE	PITTSBURGH, PA	0	0	1	700	0	Residential	Greenfield	5	15	3	15	4	2-12	-79.9302551537512	40.42254996746795
935242	0088A00225000000	970 GREENFIELD AVE	CONSHOHOCKEN, PA	0	0	1	1105.48	239.5	Residential	Greenfield	5	15	3	15	4	2-12	-79.93098129550566	40.42298004051807
935243	0088A00250000000	959 GREENFIELD AVE	SAINT MICHAELS, MD	0	0	1	748.86	12.48	Residential	Greenfield	5	15	3	15	4	2-12	-79.93111965625484	40.42346947988953
935244	0088B00027000000	4211 MURRAY AVE	PITTSBURGH, PA	0	0	1	1776.41	29.61	Commercial	Greenfield	5	15	3	15	4	2-15	-79.92846077577475	40.42279211069094
935245	0088B00064000000	3479 BEECHWOOD BLVD	PITTSBURGH, PA	0	0	1	2591.83	1317.46	Residential	Greenfield	5	15	3	15	4	2-15	-79.92814482943754	40.42216428072034
935246	0088B00078000000	3449 BEECHWOOD BLVD	PITTSBURGH, PA	0	0	1	4574.31	6627.75	Residential	Greenfield	5	15	3	15	4	2-15	-79.92791327665218	40.42118469535599
935247	0088B00154000000	4206 SALINE ST	PITTSBURGH, PA	0	0	1	1362.16	34.05	Residential	Greenfield	5	15	3	15	4	2-15	-79.92659417674989	40.42279701752248
935248	0088B00238000000	6421 LANDVIEW RD	PITTSBURGH, PA	0	0	1	1636.94	0	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92528258638701	40.42187682328355
935249	0088C00011000000	6376 CATON ST	IRVING, TX	0	0	1	2181.57	36.36	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.9212042547748	40.42316490191247
935250	0088C00155000000	6522 ROSEMOOR ST	PITTSBURGH, PA	0	0	1	1679.25	0	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92305951388387	40.422330060420414
935251	0088C00273000000	BIRCHWOOD AVE	IRVING, TX	0	0	1	114.8	1.91	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92117596052525	40.421368600409835
935252	0088C00273000A00	LANDVIEW RD	IRVING, TX	0	0	1	474.76	150.34	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92120368791909	40.421559504849085
935253	0088C00316000000	4310 LUSTER ST	IRVING, TX	0	0	1	3857.4	932.18	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92306405495383	40.42125725420434
935254	0088C00338000000	6444 LANDVIEW RD	PITTSBURGH, PA	0	0	1	1331.34	554.71	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92434260506708	40.42144781496718
935255	0088D00070000000	158 GILDA AVE	IRVING, TX	0	0	1	5308.93	1548.39	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91742098446844	40.4225970536914
935256	0088D00172000000	6601 ROSEMOOR ST	PITTSBURGH, PA	0	0	1	11.34	0.19	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92015508327148	40.422640399470325
935257	0088D00226000000	2958 BEECHWOOD BLVD	PITTSBURGH, PA	0	0	1	3818.24	63.63	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.91794971925265	40.42195386235072
935258	0088E00013000000	757 MONTCLAIR ST	PITTSBURGH, PA	0	0	1	49.05	14.71	Residential	Greenfield	5	15	3	15	4	2-12	-79.93125394321166	40.42111079300799
935259	0088E00039000000	720 MONTCLAIR ST	PITTSBURGH, PA	0	0	1	1070.85	544.33	Residential	Greenfield	5	15	3	15	4	2-12	-79.93254792349187	40.42048528407613
935260	0088E00064000000	774 MONTCLAIR ST	PITTSBURGH, PA	0	0	1	2710.34	0	Residential	Greenfield	5	15	3	15	4	2-12	-79.930542033039	40.42083393610619
935261	0088E00163000000	763 HAZELWOOD AVE	IRVING, TX	0	0	1	2139.01	0	Residential	Greenfield	5	15	3	15	4	2-12	-79.93070491291081	40.420109308956256
935262	0088E00297000000	748 HAZELWOOD AVE	IRVING, TX	0	0	1	954.92	175.06	Residential	Greenfield	5	15	3	15	4	2-12	-79.93121337437474	40.419627058803115
935263	0088E00319000000	796 HAZELWOOD AVE	JOHNSTOWN, PA	0	0	1	1294.18	150.98	Commercial	Greenfield	5	15	3	15	4	2-12	-79.92933722599209	40.41952104562329
935264	0088E00370000000	4350 MURRAY AVE	SEWICKLEY, PA	0	0	1	1615.03	0	Residential	Greenfield	5	15	3	15	4	2-15	-79.92880759405503	40.420453695340086
935265	0088F00157000000	4301 SALINE ST	PITTSBURGH, PA	0	0	1	1800.02	389.98	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92579373140829	40.420918222827375
935266	0088F00196000000	3336 BEECHWOOD BLVD	PITTSBURGH, PA	0	0	1	169.9	232.18	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92521486424818	40.418985709902856
935267	0088F00221000000	4344 LUDWICK ST	COPPELL, TX	0	0	1	907.3	0	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.9252737920543	40.41966081482616
935268	0088G00001000000	3318 SHADY AVE EXT	PITTSBURGH, PA	0	0	1	2401.2	460.21	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92442124346934	40.418808907164966
935269	0088G00302000000	GUY ST	PITTSBURGH, PA	0	0	1	476.5	0	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.92125083237302	40.420074433874845
935270	0088G00304000000	3330 GUY ST	PITTSBURGH, PA	0	0	1	1537.51	0	Residential	Squirrel Hill South	5	14	3	14	4	2-15	-79.9211285781251	40.41995932951552
935271	0088H00119000000	1347 FAIRSTEAD LN	PITTSBURGH, PA	0	0	1	101.45	33.82	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91631389103091	40.42060494519028
935272	0088H00147000000	104 OVERTON LN	POMONA, CA	0	0	1	342.9	498.62	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91661444527149	40.419290009590874
935273	0088H00149000000	114 OVERTON LN	PITTSBURGH, PA	0	0	1	1517.42	632.24	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91686889627779	40.41946506198413
935274	0088H00165000000	228 BURKETON LN	DES MOINES, IA	0	0	1	3516.88	1172.24	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91872862753304	40.418878897244696
935275	0088H00180000000	1527 BILTMORE LN	EL TORO, CA	0	0	1	255.49	4.26	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9178363025912	40.41948604727506
935276	0088H00187000000	1530 OVERTON LN	PITTSBURGH, PA	0	0	1	70.67	20.61	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91736019126094	40.41912587300089
935277	0088K00007000000	3301 BEECHWOOD BLVD	INDIANA, PA	0	0	1	69.24	23.09	Commercial	Squirrel Hill South	5	14	3	14	4	2-15	-79.92442192962545	40.417892242474046
935278	0088L00076000000	1655 BILTMORE LN	PITTSBURGH, PA	0	0	1	10084.66	0	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.92130537437869	40.418600109257206
935279	0088L00093000000	1675 BILTMORE LN	KANSAS CITY, MO	0	0	1	7029.86	0	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9210158206739	40.41803423781696
935280	0088M00005000000	200 BURKETON LN	IRVING, TX	0	0	1	19.78	25.38	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9184203000049	40.418555807632245
935281	0088M00011000000	1554 OVERTON LN	PITTSBURGH, PA	0	0	1	3857.06	1124.92	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91774584973538	40.41867852169572
935282	0088M00012000A00	1544 OVERTON LN UNIT A	PITTSBURGH, PA	0	0	1	2909.66	848.62	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9177269021616	40.41880172730245
935283	0088M00014000000	1547 PARKVIEW BLVD	PITTSBURGH, PA	0	0	1	3991.01	33.26	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9172886564167	40.41859812359599
935284	0088M00016000000	1561 PARKVIEW BLVD	PITTSBURGH, PA	0	0	1	1479.05	24.65	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.91750283733028	40.418321466328415
935285	0088M00036000000	1690 SHELBURNE LN	PITTSBURGH, PA	0	0	1	11427.01	190.44	Residential	Squirrel Hill South	5	15	3	15	4	2-20	-79.91971812764366	40.41653417309819
935286	0088M00052000000	1650 SHELBURNE LN	PITTSBURGH, PA	0	0	1	23837.46	993.19	Residential	Squirrel Hill South	5	15	3	15	4	2-20	-79.91828360224564	40.41666498480896
935287	0088M00124000000	1693 PARKVIEW BLVD	PITTSBURGH, PA	0	0	1	8806.25	146.78	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.92027995496333	40.417300876632176
935288	0088M00130000000	1678 BILTMORE LN	PITTSBURGH, PA	0	0	1	993.48	0	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.92044837727313	40.41772771139952
935289	0088M00150000000	236 BEARDSLEY LN	PITTSBURGH, PA	0	0	1	6825.91	113.76	Residential	Squirrel Hill South	5	14	3	14	4	2-20	-79.9196282353734	40.4185539854139
935290	0088R00092000000	1766 PARKVIEW BLVD	PITTSBURGH, PA	0	0	1	5754.74	95.91	Residential	Squirrel Hill South	5	15	3	15	4	2-20	-79.92061393496964	40.41591264926028
935291	0088R00100000000	1759 PARKVIEW BLVD	PITTSBURGH, PA	0	0	1	51.26	21.36	Residential	Squirrel Hill South	5	15	3	15	4	2-20	-79.9211578159942	40.41623753565052
935292	0088S00001000000	1732 PARKVIEW BLVD	PITTSBURGH, PA	0	0	1	10908.58	181.8	Residential	Squirrel Hill South	5	15	3	15	4	2-20	-79.92036134170563	40.41636648252657
935293	0089C00151000000	DESDEMONA ST	PITTSBURGH, PA	0	0	1	233.22	126.33	Residential	Squirrel Hill South	5	15	3	15	4	2-12	-79.92231803278749	40.412902947788815
935294	0089E00013000000	BOLTON ST	LITHONIA, GA	0	0	1	45.74	0	Residential	Hazelwood	5	15	3	15	4	2-13	-79.93185108244384	40.41136582952685
935295	0089K00005000000	970 JOHNSTON AVE	PITTSBURGH, PA	0	0	1	523.33	8.72	Residential	Glen Hazel	5	15	3	15	4	2-13	-79.92689378935478	40.4066749754022
935296	0090E00050000A00	R OF W	JACKSONVILLE, FL	0	0	1	7692.86	10577.26	Utilities	Glen Hazel	5	15	3	15	4	2-13	-79.92847821013811	40.40203437621891
935297	0090M00110000000	4354 ARMORHILL AVE	DULUTH, GA	0	0	1	179.21	38.83	Residential	New Homestead	5	31	4	31	4	4-20	-79.91883867498778	40.39799191091489
935298	0090S00168000000	4461 SWEETBAY ST	HOMESTEAD, PA	0	0	1	1082.27	234.48	Residential	New Homestead	5	31	4	31	4	4-20	-79.91761601419904	40.395431540301296
935299	0090S00202000000	WHITEBUSH ST	HOMESTEAD, PA	0	0	1	30.5	0	Residential	New Homestead	5	31	4	31	4	4-20	-79.9164276067155	40.39581481253569
935300	0090S00204000000	4433 WHITEBUSH ST	HOMESTEAD, PA	0	0	1	2602.18	0	Residential	New Homestead	5	31	4	31	4	4-20	-79.91654471444117	40.39571215789175
935301	0090S00226000000	BENCH WAY	DES MOINES, IA	0	0	1	116.28	0	Residential	New Homestead	5	31	4	31	4	4-20	-79.91625911058382	40.39543035755279
935302	0091B00002000000	MARINA ST	HOMESTEAD, PA	0	0	1	47.66	0	Commercial	New Homestead	5	31	4	31	4	4-20	-79.9245004735691	40.392041825931074
935303	0091B00003000000	AMRIANA ST	HOMESTEAD, PA	0	0	1	78.16	0	Commercial	New Homestead	5	31	4	31	4	4-20	-79.92459976491365	40.39211520324272
